record_id,source_page,topic,record_type,title_ar,normativity,verification_status,source_alignment_status,production_use
TU-GUIDE-0012,7,academic_terms,definition,المستوى الصيفي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0013,7,academic_terms,definition,الخطة الدراسية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0014,7,academic_terms,definition,المقرر الدراسي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0015,7,academic_terms,definition,الوحدة الدراسية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0016,7,academic_terms,definition,أنماط التعليم,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0017,7,academic_terms,definition,برنامج الترقية الأكاديمية (التجسير),DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0018,8,academic_terms,definition,درجة الأعمال الفصلية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0019,8,academic_terms,definition,الاختبار النهائي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0020,8,academic_terms,definition,درجة الاختبار النهائي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0021,8,academic_terms,definition,الدرجة النهائية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0022,8,academic_terms,definition,السجل الأكاديمي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0023,8,academic_terms,definition,الطالب الزائر,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0024,8,academic_terms,definition,التقدير,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0025,8,academic_terms,definition,تقدير غير مكتمل,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0026,8,academic_terms,definition,تقدير مستمر,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0027,8,academic_terms,definition,المعدل الفصلي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0028,8,academic_terms,definition,المعدل التراكمي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0029,9,academic_terms,definition,التقدير العام,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0030,9,academic_terms,definition,العبء الدراسي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0031,9,academic_terms,definition,البرنامج الدراسي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0032,9,academic_terms,definition,متطلبات الجامعة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0033,9,academic_terms,definition,متطلبات الكلية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0034,9,academic_terms,definition,متطلبات البرنامج,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0035,9,academic_terms,definition,المقررات الاختيارية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0036,9,academic_terms,definition,المقررات المساعدة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0037,9,academic_terms,definition,المقررات الحرة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0038,9,academic_terms,definition,المتطلب السابق,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0039,9,academic_terms,definition,الانقطاع,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0040,9,academic_terms,definition,طي القيد,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0041,10,academic_advising,definition,الإرشاد الأكاديمي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0042,10,academic_advising,principle,مسؤولية مشتركة,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0043,11,academic_advising_programmes,programme,برنامج المستجدين,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0044,11,academic_advising_programmes,programme,برنامج ذوي الاحتياجات الخاصة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0045,11,academic_advising_programmes,programme,برنامج المتعثرين,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0046,11,academic_advising_programmes,programme,برنامج المتفوقين,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0047,11,academic_advising_programmes,programme,تحفيز الإرشاد في الكليات,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0048,12,academic_advising,objective,هدف الإرشاد الأكاديمي 1,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0049,12,academic_advising,objective,هدف الإرشاد الأكاديمي 2,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0050,12,academic_advising,objective,هدف الإرشاد الأكاديمي 3,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0051,12,academic_advising,objective,هدف الإرشاد الأكاديمي 4,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0052,12,academic_advising,objective,هدف الإرشاد الأكاديمي 5,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0053,12,academic_advising,objective,هدف الإرشاد الأكاديمي 6,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0054,12,academic_advising,objective,هدف الإرشاد الأكاديمي 7,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0055,12,academic_advising,objective,هدف الإرشاد الأكاديمي 8,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0056,13,academic_advising_roles,responsibility,دور الطالب,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0057,13,academic_advising_roles,responsibility,دور عمادة القبول والتسجيل,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0058,13,academic_advising_roles,responsibility,دور الكلية والقسم,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0059,13,academic_advising_roles,responsibility,دور المرشد الأكاديمي,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0060,14,advising_tools,tool,الخطة الدراسية للتخصص,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0061,14,advising_tools,tool,قواعد قبول طلاب المنح غير السعوديين,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE_AND_PDF_ANNOTATION,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0062,14,advising_tools,tool,لائحة الدراسة والاختبارات وقواعدها التنفيذية,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE_AND_PDF_ANNOTATION,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0063,14,advising_tools,tool,الجدول الدراسي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0064,14,advising_tools,tool,السجل الأكاديمي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0065,14,advising_tools,tool,البريد الإلكتروني الجامعي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0066,14,advising_tools,guidance,الوصول إلى الأدوات,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0067,14,advising_tools,guidance,مطابقة الخطة بالسجل,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0068,15,advisor_communication,communication_channel,الإرشاد المباشر,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0069,15,advisor_communication,communication_channel,منصة خدمة تك,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0070,15,advisor_communication,communication_channel,البلاك بورد,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0071,15,advisor_communication,communication_channel,البريد الإلكتروني,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0072,15,advisor_communication,communication_channel,الهاتف أو Microsoft Teams,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0073,15,advisor_communication,principle,استمرارية التواصل,ADVISORY,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0074,16,advising_beneficiaries,beneficiary_group,الطلبة المستجدون,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0075,16,advising_beneficiaries,beneficiary_group,الطلبة المتخصصون,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0076,17,advising_workflow,workflow_step,تحديد فئة الطالب,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0077,17,advising_workflow,workflow_step,توزيع الطلبة على المرشدين,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0078,17,advising_workflow,workflow_step,إنشاء حالة الإرشاد,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0079,17,advising_workflow,workflow_step,تسجيل رغبات الفصل التالي,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0080,17,advising_workflow,workflow_step,بدء العمل مع المرشد,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0081,17,advising_workflow,workflow_step,التسجيل النهائي,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0082,17,registration,rule,نهائية الجدول,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0083,17,registration,rule,تعديل الاختيارات,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0084,17,registration,rule,التسجيل بالتجاوز,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0085,17,programme_transfer,rule,تغيير التخصص,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0086,18,student_rights,right,حق التواصل,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0087,18,student_rights,right,حق خدمات التسجيل,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0088,18,student_rights,right,حق المناقشة,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0089,18,student_rights,right,حق الاستفادة من الخدمات,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0090,18,student_rights,right,حق الإرشاد المستمر,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0091,18,student_rights,right,حق السرية,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0092,19,student_duties,duty,قراءة دليل الإرشاد,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0093,19,student_duties,duty,قراءة اللائحة,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0094,19,student_duties,duty,تحمل المسؤولية,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0095,19,student_duties,duty,معرفة المرشد,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0096,19,student_duties,duty,متابعة المواقع الرسمية,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0097,19,student_duties,duty,معرفة التقويم,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0098,19,student_duties,duty,التشاور مع المرشد,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0099,19,student_duties,duty,تنفيذ التوصيات,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0100,19,student_duties,duty,إبلاغ التغيرات,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0101,19,student_duties,duty,تقديم المعلومات الصحيحة,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0102,20,registration,workflow_step,استقبال المستجدين,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0103,20,registration,workflow_step,توزيع المستجدين,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0104,20,registration,workflow_step,توزيع المتخصصين,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0105,20,registration,workflow_step,إنشاء ملف إرشادي,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0106,20,registration,workflow_step,محتويات الملف - بيانات الطالب,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0107,20,registration,workflow_step,محتويات الملف - الخطة,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0108,20,registration,workflow_step,محتويات الملف - مقررات التخرج,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0109,20,registration,workflow_step,محتويات الملف - استمارات التسجيل,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0110,20,registration,workflow_step,محتويات الملف - السجل والوثائق,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0111,20,registration,workflow_step,التسجيل المبكر,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0112,20,registration,workflow_step,دراسة حالة الطالب,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0113,20,registration,workflow_step,إجراءات التخصيص,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0114,20,registration,workflow_step,تسجيل المرشد,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0115,20,registration,workflow_step,التحقق من المكان والزمان,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0116,20,registration,workflow_step,إغلاق التعديلات,PROCEDURAL_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0117,21,registration,rule,نهائية اختيارات التسجيل,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0118,21,registration,rule,صلاحية التسجيل بالتجاوز,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0119,21,registration,rule,صلاحية تغيير التخصص,NORMATIVE_SUMMARY,EXTRACTED,NOT_SECOND_PASS_CHECKED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0120,21,electronic_advising,programme,نظام الإرشاد الإلكتروني,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0121,21,disability_support,programme_component,برنامج توعوي فصلي,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0122,21,disability_support,programme_component,خدمات استشارية مستمرة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0123,21,disability_support,programme_component,تدريب منسوبي الجامعة,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0124,21,disability_support,programme_component,إرشاد المسارات الحركية,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0125,21,disability_support,programme_component,هدف البرنامج,DESCRIPTIVE,EXTRACTED,NOT_SECOND_PASS_CHECKED,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0126,23,study_system,principle,المسؤولية الجامعية,ADVISORY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
